"","user_id","activity_date","product_group","n_purchases","gold_spend"
"22314",286942,2024-03-10,"Weapon",1,4
"22315",281564,2024-03-10,"Weapon",1,49
"22316",300660,2024-03-10,"Boost",1,100
"22317",304848,2024-03-10,"Weapon",2,9
"22318",276387,2024-03-10,"Boost",1,100
"22319",296577,2024-03-10,"Weapon",1,5
"22320",304613,2024-04-11,"Boost",1,49
"22321",307033,2024-04-11,"Weapon",1,15
"22322",275662,2024-04-11,"Weapon",1,15
"22323",285688,2024-04-11,"Weapon",2,10
"22324",285211,2024-04-11,"Weapon",3,129
"22325",300903,2024-04-11,"Weapon",4,36
"22326",285047,2024-04-11,"Weapon",1,7
"22327",280961,2024-04-11,"Weapon",3,25
"22328",293478,2024-04-11,"Weapon",1,15
"22329",295408,2024-04-11,"Weapon",2,12
"22330",282299,2024-04-11,"Weapon",1,13
"22331",308185,2024-04-11,"Weapon",1,15
"22332",301345,2024-03-02,"Weapon",1,10
"22333",292818,2024-03-02,"Weapon",1,10
"22334",289227,2024-03-02,"Weapon",4,60
"22335",281618,2024-03-02,"Weapon",1,15
"22336",298011,2024-03-02,"Weapon",5,25
"22337",284003,2024-03-02,"Weapon",1,4
"22338",296421,2024-03-02,"Weapon",1,5
"22339",297583,2024-03-02,"Weapon",3,10
"22340",274782,2024-03-02,"Weapon",1,14
"22341",305011,2024-04-28,"Boost",1,100
"22342",288225,2024-04-28,"Boost",1,49
"22343",297001,2024-04-28,"Boost",1,94
"22344",282941,2024-04-28,"Weapon",1,46
"22345",292907,2024-04-28,"Boost",1,79
"22346",302892,2024-03-14,"Weapon",6,30
"22347",290427,2024-03-14,"Weapon",2,16
"22348",282148,2024-03-14,"Weapon",6,40
"22349",305470,2024-03-14,"Weapon",3,12
"22350",277872,2024-03-14,"Weapon",2,30
"22351",286000,2024-03-14,"Weapon",6,67
"22352",291434,2024-03-14,"Weapon",1,8
"22353",300079,2024-03-14,"Boost",2,2
"22354",288813,2024-03-14,"Weapon",2,30
"22355",279046,2024-03-14,"Weapon",4,59
"22356",278957,2024-03-14,"Weapon",2,28
"22357",296491,2024-03-14,"Weapon",3,36
"22358",289914,2024-03-14,"Gear",1,825
"22359",305876,2024-03-14,"Weapon",1,7
"22360",307967,2024-03-14,"Weapon",1,5
"22361",276227,2024-03-14,"Weapon",1,15
"22362",286759,2024-03-14,"Weapon",1,14
"22363",303605,2024-04-19,"Weapon",1,23
"22364",282761,2024-04-19,"Weapon",3,46
"22365",279326,2024-04-19,"Weapon",2,30
"22366",291139,2024-04-19,"Weapon",1,11
"22367",287067,2024-04-19,"Weapon",2,20
"22368",284668,2024-04-19,"Boost",2,16
"22369",307448,2024-04-19,"Weapon",2,14
"22370",297374,2024-04-19,"Weapon",1,13
"22371",280944,2024-04-19,"Weapon",1,15
"22372",278726,2024-04-19,"Weapon",1,5
"22373",297347,2024-04-19,"Boost",1,99
"22374",284170,2024-04-19,"Weapon",2,10
"22375",308064,2024-03-03,"Weapon",1,8
"22376",273642,2024-03-03,"Weapon",2,8
"22377",274186,2024-03-03,"Weapon",3,45
"22378",284732,2024-03-03,"Weapon",6,30
"22379",293120,2024-03-03,"Weapon",2,10
"22380",278039,2024-03-03,"Weapon",2,21
"22381",288100,2024-03-03,"Weapon",1,5
"22382",299792,2024-03-03,"Weapon",2,30
"22383",289422,2024-03-03,"Weapon",1,10
"22384",291104,2024-03-03,"Weapon",1,7
"22385",305193,2024-04-20,"Boost",1,100
"22386",300282,2024-04-20,"Weapon",1,15
"22387",282321,2024-04-20,"Weapon",3,39
"22388",309213,2024-04-20,"Weapon",1,497
"22389",298105,2024-04-20,"Weapon",1,5
"22390",296213,2024-04-20,"Weapon",2,10
"22391",276354,2024-04-20,"Weapon",2,21
"22392",296737,2024-04-20,"Weapon",1,10
"22393",292514,2024-04-20,"Weapon",1,47
"22394",298193,2024-03-26,"Weapon",6,28
"22395",290851,2024-03-26,"Weapon",3,35
"22396",279547,2024-03-26,"Weapon",3,24
"22397",299431,2024-03-26,"Weapon",4,44
"22398",305886,2024-03-26,"Boost",1,100
"22399",293668,2024-03-26,"Weapon",3,15
"22400",308989,2024-03-26,"Weapon",1,50
"22401",278146,2024-03-26,"Weapon",4,37
"22402",299270,2024-03-06,"Weapon",1,29
"22403",283384,2024-03-06,"Weapon",4,45
"22404",288015,2024-03-06,"Weapon",5,25
"22405",293405,2024-03-06,"Weapon",2,16
"22406",282673,2024-03-06,"Weapon",8,45
"22407",286799,2024-03-06,"Weapon",1,2
"22408",279617,2024-03-06,"Weapon",1,36
"22409",289935,2024-03-06,"Weapon",1,11
"22410",296163,2024-03-06,"Weapon",1,3
"22411",309154,2024-03-25,"Boost",1,100
"22412",293408,2024-03-25,"Weapon",5,25
"22413",275074,2024-03-25,"Weapon",4,60
"22414",282577,2024-03-25,"Weapon",2,18
"22415",275068,2024-03-25,"Weapon",1,32
"22416",291050,2024-03-25,"Boost",1,100
"22417",302587,2024-03-25,"Weapon",1,1
"22418",307321,2024-03-25,"Weapon",4,20
"22419",278651,2024-03-25,"Weapon",3,15
"22420",276896,2024-03-25,"Weapon",1,11
"22421",291606,2024-03-25,"Weapon",2,30
"22422",282818,2024-03-25,"Weapon",1,15
"22423",297567,2024-03-25,"Weapon",1,14
"22424",303437,2024-03-25,"Weapon",1,500
"22425",275413,2024-03-17,"Weapon",5,25
"22426",307939,2024-03-17,"Boost",1,99
"22427",294583,2024-03-17,"Weapon",5,66
"22428",276204,2024-03-17,"Boost",1,99
"22429",273867,2024-03-17,"Weapon",4,58
"22430",301610,2024-03-17,"Boost",1,49
"22431",308176,2024-03-17,"Boost",1,49
"22432",286036,2024-03-17,"Weapon",2,16
"22433",298753,2024-03-17,"Weapon",2,24
"22434",273484,2024-03-17,"Weapon",1,3
"22435",301349,2024-03-17,"Boost",1,49
"22436",306957,2024-03-17,"Weapon",1,5
"22437",287187,2024-03-17,"Weapon",1,4
"22438",273115,2024-03-17,"Weapon",1,3
"22439",285978,2024-03-17,"Weapon",2,10
"22440",282638,2024-03-17,"Weapon",1,15
"22441",302916,2024-03-17,"Weapon",1,15
"22442",306917,2024-04-24,"Weapon",5,71
"22443",297955,2024-04-24,"Weapon",1,18
"22444",281026,2024-04-24,"Weapon",6,25
"22445",290502,2024-04-24,"Boost",1,100
"22446",308595,2024-04-24,"Weapon",1,11
"22447",305586,2024-04-24,"Boost",1,2
"22448",273175,2024-04-24,"Boost",1,2
"22449",291125,2024-04-24,"Weapon",1,9
"22450",277509,2024-04-24,"Boost",1,49
"22451",284707,2024-03-09,"Boost",14,6540
"22452",288648,2024-03-09,"Weapon",1,15
"22453",308502,2024-03-09,"Boost",6,28
"22454",304407,2024-03-09,"Weapon",4,20
"22455",303154,2024-03-09,"Weapon",2,30
"22456",272696,2024-03-09,"Weapon",2,21
"22457",304301,2024-03-09,"Weapon",1,11
"22458",273501,2024-03-09,"Weapon",1,12
"22459",302357,2024-03-09,"Weapon",1,15
"22460",272264,2024-03-09,"Weapon",1,15
"22461",298199,2024-03-09,"Weapon",1,15
"22462",296534,2024-03-04,"Weapon",1,1
"22463",289787,2024-03-04,"Weapon",5,25
"22464",295255,2024-03-04,"Weapon",1,47
"22465",298558,2024-03-04,"Weapon",2,22
"22466",272310,2024-03-04,"Weapon",3,41
"22467",272801,2024-03-04,"Weapon",2,24
"22468",301955,2024-03-04,"Weapon",1,5
"22469",297380,2024-03-04,"Weapon",1,8
"22470",300056,2024-03-04,"Weapon",1,9
"22471",283381,2024-03-04,"Weapon",1,6
"22472",280218,2024-03-04,"Weapon",2,34
"22473",303058,2024-03-04,"Weapon",1,500
"22474",298219,2024-03-04,"Weapon",1,15
"22475",277088,2024-03-04,"Weapon",1,15
"22476",289162,2024-04-14,"Weapon",5,30
"22477",277315,2024-04-14,"Weapon",2,18
"22478",305907,2024-04-14,"Weapon",1,5
"22479",272192,2024-04-14,"Weapon",1,15
"22480",303605,2024-04-14,"Weapon",2,30
"22481",280819,2024-04-14,"Boost",1,100
"22482",298672,2024-04-14,"Weapon",6,90
"22483",298002,2024-04-14,"Weapon",1,5
"22484",286340,2024-04-14,"Weapon",1,100
"22485",300962,2024-04-14,"Weapon",2,6
"22486",275073,2024-04-14,"Weapon",1,8
"22487",308513,2024-04-14,"Weapon",2,25
"22488",305333,2024-04-14,"Boost",1,100
"22489",279131,2024-03-10,"Weapon",2,10
"22490",288171,2024-03-10,"Weapon",1,5
"22491",304137,2024-03-10,"Weapon",5,44
"22492",308116,2024-03-10,"Weapon",3,45
"22493",305316,2024-03-10,"Weapon",2,11
"22494",280612,2024-03-10,"Weapon",1,49
"22495",280940,2024-03-10,"Weapon",1,7
"22496",305742,2024-04-11,"Weapon",5,25
"22497",286460,2024-04-11,"Weapon",4,47
"22498",284049,2024-04-11,"Weapon",9,225
"22499",286160,2024-04-11,"Weapon",2,65
"22500",308420,2024-04-11,"Weapon",3,9
"22501",294052,2024-04-11,"Weapon",1,9
"22502",283054,2024-04-11,"Weapon",1,5
"22503",275732,2024-04-11,"Weapon",1,6
"22504",282168,2024-04-11,"Weapon",1,15
"22505",291775,2024-04-11,"Weapon",3,12
"22506",301904,2024-04-11,"Weapon",1,15
"22507",288246,2024-04-11,"Weapon",3,45
"22508",296261,2024-04-11,"Weapon",2,24
"22509",285186,2024-04-11,"Weapon",3,44
"22510",281741,2024-04-11,"Boost",1,100
"22511",296285,2024-04-11,"Weapon",5,35
"22512",303481,2024-04-11,"Weapon",1,15
"22513",296078,2024-04-11,"Weapon",1,5
"22514",296566,2024-04-11,"Boost",1,4
"22515",287182,2024-04-11,"Weapon",1,15
"22516",299984,2024-04-11,"Weapon",1,5
"22517",292468,2024-03-02,"Weapon",1,15
"22518",295076,2024-03-02,"Weapon",1,15
"22519",285930,2024-03-02,"Weapon",3,45
"22520",298832,2024-03-02,"Weapon",1,5
"22521",292364,2024-03-02,"Weapon",2,30
"22522",283450,2024-03-02,"Weapon",4,38
"22523",283910,2024-03-02,"Weapon",1,3
"22524",298845,2024-03-02,"Weapon",1,14
"22525",282758,2024-03-02,"Weapon",1,15
"22526",304483,2024-03-02,"Weapon",1,5
"22527",282925,2024-03-02,"Weapon",2,17
"22528",277509,2024-04-28,"Boost",1,49
"22529",275600,2024-04-28,"Boost",1,94
"22530",276458,2024-04-28,"Weapon",2,280
"22531",284703,2024-04-28,"Boost",1,49
"22532",277425,2024-04-28,"Boost",3,997
"22533",279718,2024-04-28,"Weapon",3,36
"22534",295636,2024-04-28,"Weapon",1,6
"22535",287577,2024-04-28,"Weapon",1,15
"22536",308347,2024-04-28,"Boost",1,149
"22537",273924,2024-04-28,"Weapon",1,2
"22538",295390,2024-03-14,"Weapon",2,60
"22539",293264,2024-03-14,"Weapon",1,22
"22540",292134,2024-03-14,"Weapon",1,41
"22541",308114,2024-03-14,"Weapon",7,77
"22542",301714,2024-03-14,"Weapon",4,27
"22543",305747,2024-03-14,"Weapon",3,20
"22544",301348,2024-03-14,"Weapon",2,12
"22545",304979,2024-03-14,"Weapon",1,33
"22546",283769,2024-03-14,"Boost",6,37
"22547",296222,2024-03-14,"Weapon",1,5
"22548",292368,2024-03-14,"Weapon",1,14
"22549",281791,2024-03-14,"Weapon",2,92
"22550",309046,2024-03-14,"Weapon",1,15
"22551",300415,2024-03-14,"Weapon",1,15
"22552",302776,2024-03-14,"Weapon",2,22
"22553",279055,2024-03-14,"Weapon",1,15
"22554",296142,2024-03-14,"Weapon",2,20
"22555",280297,2024-03-14,"Weapon",1,15
"22556",297283,2024-03-14,"Weapon",1,5
"22557",274834,2024-04-19,"Weapon",10,128
"22558",274570,2024-04-19,"Boost",2,5
"22559",277936,2024-04-19,"Weapon",4,59
"22560",288302,2024-04-19,"Boost",1,500
"22561",304800,2024-04-19,"Weapon",4,26
"22562",305765,2024-04-19,"Boost",1,99
"22563",272997,2024-04-19,"Weapon",1,13
"22564",299512,2024-04-19,"Weapon",1,15
"22565",290877,2024-03-03,"Weapon",5,11
"22566",292762,2024-03-03,"Weapon",1,5
"22567",298244,2024-03-03,"Boost",2,15
"22568",283445,2024-03-03,"Weapon",1,5
"22569",275725,2024-03-03,"Weapon",2,9
"22570",307618,2024-03-03,"Weapon",1,15
"22571",273642,2024-03-03,"Gear",1,315
"22572",287037,2024-03-03,"Weapon",1,500
"22573",290546,2024-03-03,"Weapon",1,5
"22574",299527,2024-04-20,"Boost",4,400
"22575",287622,2024-04-20,"Weapon",5,25
"22576",279530,2024-04-20,"Weapon",1,15
"22577",283892,2024-04-20,"Weapon",5,67
"22578",288827,2024-04-20,"Weapon",1,500
"22579",281932,2024-04-20,"Weapon",3,27
"22580",280444,2024-04-20,"Weapon",3,60
"22581",274834,2024-04-20,"Weapon",5,790
"22582",279472,2024-04-20,"Weapon",3,15
"22583",309084,2024-04-20,"Boost",1,49
"22584",294210,2024-04-20,"Boost",1,2
"22585",298323,2024-04-20,"Weapon",1,47
"22586",281895,2024-03-26,"Weapon",6,84
"22587",297566,2024-03-26,"Weapon",2,10
"22588",300029,2024-03-26,"Boost",3,300
"22589",276429,2024-03-26,"Weapon",1,8
"22590",294932,2024-03-26,"Weapon",2,8
"22591",277547,2024-03-26,"Boost",1,3
"22592",277325,2024-03-26,"Weapon",2,75
"22593",297631,2024-03-26,"Weapon",1,10
"22594",274808,2024-03-06,"Weapon",2,53
"22595",291851,2024-03-06,"Weapon",17,60
"22596",281238,2024-03-06,"Weapon",1,5
"22597",306362,2024-03-06,"Gear",2,1397
"22598",276916,2024-03-06,"Weapon",1,9
"22599",304575,2024-03-06,"Weapon",1,6
"22600",294168,2024-03-06,"Boost",2,6
"22601",306321,2024-03-25,"Weapon",7,64
"22602",277192,2024-03-25,"Weapon",3,10
"22603",274254,2024-03-25,"Weapon",1,14
"22604",273333,2024-03-25,"Weapon",1,7
"22605",305656,2024-03-25,"Weapon",2,8
"22606",286890,2024-03-25,"Weapon",1,9
"22607",286236,2024-03-25,"Weapon",4,20
"22608",288133,2024-03-25,"Boost",1,2
"22609",279443,2024-03-25,"Weapon",1,500
"22610",306970,2024-03-25,"Weapon",4,20
"22611",292861,2024-03-25,"Weapon",3,15
"22612",288811,2024-03-25,"Weapon",1,5
"22613",295119,2024-03-25,"Weapon",1,15
"22614",294251,2024-03-25,"Weapon",5,25
"22615",291512,2024-03-25,"Weapon",1,12
"22616",289994,2024-03-17,"Weapon",3,11
"22617",306603,2024-03-17,"Weapon",2,30
"22618",281114,2024-03-17,"Weapon",1,15
"22619",289534,2024-03-17,"Weapon",1,5
"22620",278663,2024-03-17,"Weapon",1,17
"22621",277015,2024-03-17,"Boost",1,100
"22622",289415,2024-03-17,"Weapon",2,8
"22623",297075,2024-03-17,"Boost",1,99
"22624",297937,2024-03-17,"Boost",1,2
"22625",308801,2024-03-17,"Weapon",1,3
"22626",283315,2024-03-17,"Weapon",1,13
"22627",280140,2024-04-24,"Weapon",5,69
"22628",275758,2024-04-24,"Weapon",1,36
"22629",301515,2024-04-24,"Weapon",1,5
"22630",273189,2024-03-09,"Weapon",2,30
"22631",299938,2024-03-09,"Weapon",1,5
"22632",297530,2024-03-09,"Weapon",3,44
"22633",272509,2024-03-09,"Weapon",3,41
"22634",299484,2024-03-09,"Boost",1,100
"22635",300326,2024-03-09,"Weapon",1,15
"22636",308918,2024-03-09,"Weapon",2,25
"22637",298642,2024-03-09,"Weapon",1,15
"22638",299527,2024-03-09,"Weapon",2,54
"22639",285834,2024-03-09,"Weapon",4,20
"22640",283171,2024-03-09,"Weapon",2,12
"22641",299239,2024-03-09,"Weapon",1,50
"22642",277394,2024-03-04,"Weapon",4,49
"22643",304978,2024-03-04,"Weapon",1,5
"22644",273046,2024-03-04,"Weapon",4,54
"22645",308170,2024-03-04,"Weapon",2,20
"22646",279802,2024-03-04,"Weapon",3,11
"22647",297682,2024-03-04,"Weapon",2,52
"22648",298690,2024-03-04,"Weapon",3,15
"22649",283650,2024-03-04,"Weapon",1,12
"22650",293079,2024-03-04,"Weapon",1,4
"22651",272827,2024-03-04,"Weapon",1,15
"22652",303546,2024-03-04,"Weapon",1,2
"22653",305931,2024-03-04,"Weapon",1,5
"22654",295924,2024-03-04,"Weapon",1,15
"22655",303238,2024-03-04,"Weapon",1,5
"22656",299670,2024-04-29,"Weapon",1,100
"22657",299102,2024-04-29,"Boost",1,49
"22658",304030,2024-04-29,"Weapon",1,13
"22659",305307,2024-04-14,"Weapon",4,53
"22660",307697,2024-04-14,"Weapon",2,21
"22661",304066,2024-04-14,"Weapon",1,2
"22662",303011,2024-04-14,"Weapon",4,20
"22663",297151,2024-04-14,"Weapon",4,36
"22664",275486,2024-04-14,"Weapon",4,39
"22665",302736,2024-04-14,"Boost",1,5
"22666",286254,2024-04-14,"Weapon",1,1
"22667",276028,2024-04-14,"Weapon",1,4
"22668",292769,2024-04-14,"Boost",1,99
"22669",286018,2024-04-14,"Boost",1,49
"22670",275258,2024-04-14,"Boost",1,100
"22671",291446,2024-04-14,"Weapon",1,5
"22672",293526,2024-04-14,"Weapon",3,15
"22673",296978,2024-04-16,"Weapon",4,20
"22674",276425,2024-04-28,"Weapon",1,3
"22675",295088,2024-04-28,"Weapon",1,48
"22676",288248,2024-04-28,"Weapon",1,14
"22677",284909,2024-04-28,"Weapon",1,12
"22678",285354,2024-04-28,"Weapon",1,63
"22679",277536,2024-04-28,"Weapon",1,14
"22680",299532,2024-03-14,"Weapon",8,97
"22681",305820,2024-03-14,"Weapon",4,20
"22682",289849,2024-03-14,"Boost",3,11
"22683",307738,2024-03-14,"Boost",1,100
"22684",285998,2024-03-14,"Weapon",1,8
"22685",289206,2024-03-14,"Weapon",7,31
"22686",284117,2024-03-14,"Weapon",1,13
"22687",297894,2024-03-14,"Weapon",1,15
"22688",276850,2024-03-14,"Weapon",3,21
"22689",279211,2024-03-14,"Weapon",1,5
"22690",280894,2024-03-14,"Weapon",1,500
"22691",302648,2024-03-14,"Weapon",1,8
"22692",276363,2024-04-19,"Weapon",13,65
"22693",293607,2024-04-19,"Weapon",5,25
"22694",296091,2024-04-19,"Weapon",5,25
"22695",272781,2024-04-19,"Weapon",1,15
"22696",288350,2024-04-19,"Weapon",3,3
"22697",297158,2024-04-19,"Weapon",2,30
"22698",275400,2024-04-19,"Weapon",1,15
"22699",296443,2024-04-19,"Weapon",1,15
"22700",307449,2024-04-19,"Weapon",5,25
"22701",301376,2024-04-19,"Weapon",1,47
"22702",275404,2024-04-19,"Weapon",1,5
"22703",304745,2024-04-19,"Boost",1,99
"22704",275764,2024-04-19,"Boost",1,49
"22705",306768,2024-04-19,"Weapon",1,16
"22706",306606,2024-03-03,"Boost",10,2196
"22707",293712,2024-03-03,"Weapon",1,9
"22708",272463,2024-03-03,"Weapon",3,44
"22709",294142,2024-03-03,"Weapon",5,75
"22710",282387,2024-03-03,"Gear",1,7400
"22711",275255,2024-03-03,"Weapon",2,27
"22712",274471,2024-03-03,"Weapon",1,4
"22713",280261,2024-03-03,"Weapon",3,29
"22714",294759,2024-03-03,"Weapon",1,15
"22715",277453,2024-04-20,"Weapon",11,2723
"22716",276675,2024-04-20,"Weapon",3,23
"22717",305048,2024-04-20,"Boost",3,778
"22718",296221,2024-04-20,"Boost",1,69
"22719",281026,2024-04-20,"Weapon",1,34
"22720",289186,2024-04-20,"Boost",1,88
"22721",274289,2024-04-20,"Weapon",3,34
"22722",303551,2024-04-20,"Boost",1,32
"22723",305167,2024-04-20,"Weapon",2,10
"22724",274440,2024-04-20,"Weapon",2,8
"22725",273310,2024-03-26,"Weapon",5,65
"22726",287570,2024-03-26,"Weapon",4,19
"22727",305208,2024-03-26,"Weapon",4,40
"22728",296610,2024-03-26,"Boost",3,18
"22729",292698,2024-03-26,"Weapon",2,91
"22730",292293,2024-03-26,"Boost",2,200
"22731",299211,2024-03-26,"Weapon",4,34
"22732",282529,2024-03-26,"Weapon",3,15
"22733",300397,2024-03-26,"Weapon",4,20
"22734",284144,2024-03-26,"Weapon",5,25
"22735",278327,2024-03-26,"Weapon",2,10
"22736",283193,2024-03-26,"Weapon",1,14
"22737",301380,2024-03-26,"Boost",2,14
"22738",276615,2024-03-26,"Boost",1,100
"22739",306697,2024-03-26,"Boost",1,4
"22740",306746,2024-03-26,"Weapon",1,37
"22741",286979,2024-03-26,"Weapon",1,14
"22742",289050,2024-03-06,"Weapon",5,25
"22743",305605,2024-03-06,"Weapon",4,57
"22744",280506,2024-03-06,"Weapon",9,1095
"22745",285513,2024-03-06,"Weapon",1,15
"22746",293147,2024-03-06,"Weapon",1,15
"22747",288207,2024-03-06,"Weapon",2,2
"22748",287705,2024-03-06,"Weapon",1,13
"22749",286542,2024-03-06,"Boost",1,11
"22750",276699,2024-03-06,"Weapon",3,16
"22751",284683,2024-03-06,"Weapon",1,14
"22752",291864,2024-03-06,"Weapon",2,10
"22753",309402,2024-03-06,"Weapon",1,2
"22754",281869,2024-03-06,"Weapon",1,5
"22755",289833,2024-03-25,"Weapon",1,35
"22756",301699,2024-03-25,"Weapon",1,10
"22757",292842,2024-03-25,"Weapon",2,25
"22758",290808,2024-03-25,"Weapon",2,8
"22759",280547,2024-03-25,"Weapon",1,15
"22760",290007,2024-03-25,"Weapon",1,15
"22761",294201,2024-03-25,"Gear",1,1575
"22762",291384,2024-03-25,"Weapon",2,17
"22763",299885,2024-03-17,"Weapon",1,4
"22764",307988,2024-03-17,"Weapon",1,15
"22765",282387,2024-03-17,"Boost",1,99
"22766",303113,2024-03-17,"Weapon",3,9
"22767",290705,2024-03-17,"Boost",1,100
"22768",289891,2024-03-17,"Weapon",2,30
"22769",299245,2024-03-17,"Weapon",3,18
"22770",293696,2024-03-17,"Weapon",1,13
"22771",302471,2024-03-17,"Boost",1,2
"22772",297974,2024-03-17,"Weapon",3,31
"22773",304203,2024-03-17,"Weapon",1,15
"22774",303313,2024-03-17,"Weapon",1,79
"22775",298244,2024-03-17,"Boost",1,5
"22776",302499,2024-04-24,"Boost",1,100
"22777",306854,2024-04-24,"Weapon",5,75
"22778",292230,2024-04-24,"Boost",6,600
"22779",305181,2024-04-24,"Boost",1,2
"22780",299367,2024-04-24,"Weapon",1,7
"22781",281645,2024-04-24,"Boost",3,10
"22782",296978,2024-04-24,"Weapon",2,12
"22783",291626,2024-04-24,"Weapon",3,20
"22784",299498,2024-04-24,"Weapon",1,5
"22785",290731,2024-04-24,"Weapon",1,13
"22786",297979,2024-04-24,"Boost",1,49
"22787",273422,2024-03-09,"Weapon",1,5
"22788",309335,2024-03-09,"Weapon",1,5
"22789",300107,2024-03-09,"Weapon",2,24
"22790",298973,2024-03-09,"Weapon",5,60
"22791",302254,2024-03-09,"Weapon",1,49
"22792",303646,2024-03-09,"Weapon",1,14
"22793",298387,2024-03-09,"Weapon",1,78
"22794",308419,2024-03-09,"Weapon",1,15
"22795",300169,2024-03-09,"Weapon",1,15
"22796",275685,2024-03-04,"Weapon",2,34
"22797",279195,2024-03-04,"Weapon",3,24
"22798",280701,2024-03-04,"Weapon",2,20
"22799",289503,2024-03-04,"Weapon",2,44
"22800",294195,2024-03-04,"Weapon",1,12
"22801",281009,2024-04-29,"Boost",1,100
"22802",282334,2024-04-29,"Weapon",3,25
"22803",301724,2024-04-29,"Weapon",1,13
"22804",307032,2024-04-14,"Weapon",2,10
"22805",279328,2024-04-14,"Boost",9,1395
"22806",308794,2024-04-14,"Weapon",3,38
"22807",276491,2024-04-14,"Boost",1,100
"22808",283426,2024-04-14,"Weapon",4,31
"22809",290036,2024-04-14,"Weapon",4,35
"22810",292683,2024-04-14,"Weapon",1,162
"22811",277294,2024-04-14,"Weapon",1,5
"22812",274965,2024-04-14,"Weapon",1,10
"22813",293414,2024-04-14,"Weapon",1,13
"22814",288607,2024-04-14,"Weapon",1,14
"22815",289714,2024-04-14,"Weapon",1,4
"22816",277849,2024-04-14,"Boost",1,15
"22817",298316,2024-04-14,"Boost",1,49
"22818",278774,2024-04-14,"Boost",1,299
"22819",274483,2024-04-16,"Weapon",4,35
"22820",301438,2024-04-16,"Weapon",2,22
"22821",274634,2024-04-16,"Boost",1,100
"22822",295703,2024-04-16,"Weapon",1,15
"22823",277148,2024-04-16,"Weapon",6,90
"22824",298225,2024-04-16,"Weapon",1,15
"22825",309256,2024-04-16,"Boost",1,1
"22826",303959,2024-04-16,"Weapon",1,50
"22827",306265,2024-04-16,"Weapon",2,22
"22828",281196,2024-04-16,"Weapon",1,6
"22829",285445,2024-04-16,"Weapon",1,8
"22830",301135,2024-04-16,"Weapon",1,15
"22831",299173,2024-04-17,"Weapon",2,10
"22832",301376,2024-04-17,"Weapon",5,72
"22833",279327,2024-04-17,"Weapon",7,47
"22834",287673,2024-04-17,"Weapon",5,25
"22835",293711,2024-04-17,"Weapon",1,5
"22836",275363,2024-04-17,"Weapon",1,500
"22837",303959,2024-04-17,"Weapon",1,60
"22838",300703,2024-04-17,"Boost",2,200
"22839",274154,2024-04-17,"Weapon",1,15
"22840",280540,2024-04-17,"Weapon",1,5
"22841",291016,2024-04-17,"Weapon",1,8
"22842",300029,2024-03-28,"Boost",1,100
"22843",282284,2024-03-28,"Weapon",4,17
"22844",276897,2024-03-28,"Weapon",1,5
"22845",277962,2024-03-28,"Weapon",5,25
"22846",302991,2024-03-28,"Weapon",3,34
"22847",280351,2024-03-28,"Weapon",2,51
"22848",287590,2024-03-28,"Weapon",4,20
"22849",294562,2024-03-28,"Weapon",2,30
"22850",295902,2024-03-28,"Weapon",1,1
"22851",280729,2024-03-28,"Weapon",2,30
"22852",278334,2024-03-28,"Weapon",3,15
"22853",307106,2024-03-05,"Weapon",3,15
"22854",299237,2024-03-05,"Weapon",3,39
"22855",285676,2024-03-05,"Weapon",1,0
"22856",305677,2024-03-05,"Weapon",1,15
"22857",278848,2024-03-05,"Weapon",3,14
"22858",277230,2024-03-05,"Weapon",1,15
"22859",297679,2024-03-10,"Weapon",2,20
"22860",302995,2024-03-10,"Boost",1,99
"22861",297246,2024-03-10,"Boost",2,149
"22862",297923,2024-04-11,"Boost",5,26
"22863",279282,2024-04-11,"Weapon",2,30
"22864",278376,2024-04-11,"Gear",2,2034
"22865",291148,2024-04-11,"Weapon",2,21
"22866",308168,2024-04-11,"Weapon",5,62
"22867",285650,2024-04-11,"Weapon",5,25
"22868",275419,2024-04-11,"Weapon",5,53
"22869",282824,2024-04-11,"Weapon",1,4
"22870",297868,2024-04-11,"Weapon",1,15
"22871",302177,2024-04-11,"Weapon",3,37
"22872",296029,2024-04-11,"Boost",3,300
"22873",288000,2024-04-11,"Weapon",4,14
"22874",306736,2024-04-11,"Gear",1,990
"22875",307601,2024-04-11,"Weapon",3,35
"22876",284662,2024-04-11,"Weapon",4,37
"22877",305909,2024-04-11,"Weapon",2,10
"22878",307192,2024-04-11,"Weapon",1,51
"22879",304066,2024-04-11,"Weapon",1,13
"22880",281128,2024-03-02,"Weapon",1,10
"22881",296153,2024-03-02,"Weapon",2,16
"22882",273481,2024-03-02,"Weapon",5,38
"22883",283360,2024-03-02,"Weapon",1,15
"22884",282254,2024-03-02,"Weapon",1,48
"22885",295678,2024-03-02,"Weapon",3,644
"22886",286383,2024-03-02,"Weapon",3,15
"22887",306833,2024-03-02,"Weapon",1,48
"22888",299622,2024-03-02,"Weapon",1,3
"22889",283317,2024-03-02,"Weapon",3,507
"22890",286448,2024-03-02,"Weapon",1,15
"22891",292283,2024-03-02,"Boost",1,2
"22892",282059,2024-03-02,"Weapon",4,60
"22893",299907,2024-03-02,"Weapon",1,5
"22894",308395,2024-03-02,"Weapon",1,15
"22895",281144,2024-04-28,"Weapon",1,10
"22896",296872,2024-04-28,"Boost",1,99
"22897",307159,2024-04-28,"Weapon",1,14
"22898",281203,2024-04-28,"Gear",1,13080
"22899",284262,2024-03-14,"Weapon",5,32
