"","user_id","activity_date","product_group","dollar_purchase_value","purchase_number"
"1078",308786,2024-03-26,"Gold",4.99,4
"1079",290558,2024-03-06,"Gold",4.99,1
"1080",274834,2024-04-29,"Gold",4.99,11
"1081",301739,2024-04-12,"Promotion",4.99,1
"1082",275614,2024-04-04,"Gold",4.99,1
"1083",280804,2024-03-31,"Gold",29.99,15
"1084",283220,2024-04-13,"Gold",4.99,26
"1085",284406,2024-04-04,"Promotion",4.99,1
"1086",308202,2024-04-16,"Gold",4.99,11
"1087",299399,2024-03-21,"Gold",4.99,2
"1088",290698,2024-04-04,"Gold",4.99,10
"1089",290698,2024-04-05,"Gold",4.99,12
"1090",290698,2024-04-10,"Promotion",4.99,23
"1091",303477,2024-04-03,"Promotion",9.99,3
"1092",292230,2024-03-11,"Promotion",4.99,1
"1093",284622,2024-04-26,"Remove Ads",4.99,30
"1094",298847,2024-03-11,"Promotion",4.99,2
"1095",309095,2024-03-09,"Gold",4.99,1
"1096",275719,2024-04-02,"Promotion",4.99,1
"1097",281491,2024-03-16,"Promotion",4.99,2
"1098",292444,2024-03-13,"Promotion",4.99,3
"1099",277453,2024-04-18,"Gold",4.99,1
"1100",284707,2024-04-19,"Gold",9.99,32
"1101",309395,2024-03-23,"Remove Ads",4.99,3
"1102",277380,2024-03-11,"Gold",4.99,2
"1103",296177,2024-04-11,"Gold",4.99,15
"1104",277396,2024-03-02,"Promotion",4.99,1
"1105",277525,2024-03-20,"Gold",4.99,7
"1106",297911,2024-03-10,"Promotion",9.99,6
"1107",281229,2024-03-08,"Promotion",4.99,3
"1108",304355,2024-03-21,"Gold",4.99,3
"1109",278351,2024-04-19,"Gold",4.99,5
"1110",299427,2024-03-11,"Gold",4.99,7
"1111",285236,2024-03-05,"Promotion",9.99,3
"1112",304865,2024-03-05,"Remove Ads",4.99,6
"1113",279199,2024-03-01,"Gold",9.99,3
"1114",279199,2024-03-17,"Gold",9.99,46
"1115",279199,2024-03-19,"Promotion",4.99,48
"1116",279199,2024-03-22,"Gold",19.99,55
"1117",279199,2024-04-12,"Gold",19.99,106
"1118",295509,2024-04-09,"Gold",4.99,4
"1119",275773,2024-03-08,"Gold",4.99,3
"1120",281035,2024-03-02,"Promotion",4.99,1
"1121",273481,2024-03-03,"Remove Ads",4.99,1
"1122",287608,2024-03-26,"Promotion",9.99,3
"1123",282387,2024-03-19,"Remove Ads",4.99,20
"1124",292656,2024-04-04,"Promotion",4.99,3
"1125",284768,2024-03-19,"Promotion",4.99,1
"1126",291972,2024-03-02,"Gold",4.99,1
"1127",274012,2024-03-13,"Promotion",4.99,1
"1128",299270,2024-04-07,"Gold",4.99,18
"1129",280506,2024-03-06,"Gold",4.99,4
"1130",304317,2024-04-02,"Promotion",4.99,3
"1131",288951,2024-03-23,"Promotion",4.99,1
"1132",294783,2024-03-19,"Promotion",9.99,8
"1133",275614,2024-04-24,"Gold",4.99,6
"1134",305720,2024-03-07,"Gold",4.99,1
"1135",292718,2024-03-23,"Promotion",4.99,2
"1136",299207,2024-03-01,"Gold",4.99,5
"1137",274301,2024-04-08,"Gold",4.99,1
"1138",290861,2024-03-02,"Gold",4.99,1
"1139",305509,2024-04-05,"Gold",4.99,3
"1140",292230,2024-04-22,"Promotion",4.99,38
"1141",284622,2024-04-20,"Promotion",4.99,27
"1142",273601,2024-03-13,"Gold",4.99,1
"1143",305048,2024-04-07,"Promotion",9.99,15
"1144",277867,2024-04-11,"Promotion",9.99,5
"1145",304987,2024-03-03,"Promotion",4.99,3
"1146",304987,2024-03-31,"Remove Ads",4.99,13
"1147",292039,2024-04-20,"Gold",4.99,2
"1148",274172,2024-03-25,"Promotion",4.99,4
"1149",272189,2024-04-02,"Promotion",4.99,7
"1150",304899,2024-04-04,"Gold",4.99,2
"1151",301120,2024-04-10,"Gold",19.99,3
"1152",280234,2024-04-14,"Remove Ads",4.99,2
"1153",297911,2024-03-01,"Promotion",4.99,1
"1154",280979,2024-04-26,"Promotion",4.99,4
"1155",307903,2024-03-14,"Gold",4.99,1
"1156",284040,2024-04-01,"Promotion",4.99,1
"1157",302483,2024-03-21,"Gold",9.99,2
"1158",302483,2024-04-17,"Remove Ads",4.99,6
"1159",285210,2024-04-22,"Gold",29.99,2
"1160",299427,2024-03-16,"Gold",4.99,14
"1161",283072,2024-04-15,"Gold",4.99,2
"1162",299041,2024-04-07,"Gold",4.99,3
"1163",299527,2024-04-01,"Gold",4.99,36
"1164",279199,2024-04-07,"Remove Ads",4.99,104
"1165",288492,2024-03-07,"Promotion",9.99,9
"1166",295416,2024-03-27,"Promotion",4.99,1
"1167",292211,2024-03-05,"Remove Ads",4.99,1
"1168",305651,2024-04-02,"Gold",4.99,5
"1169",279764,2024-04-09,"Promotion",4.99,1
"1170",275773,2024-03-21,"Gold",4.99,18
"1171",286020,2024-03-14,"Gold",4.99,5
"1172",297847,2024-03-29,"Gold",4.99,6
"1173",294373,2024-03-30,"Promotion",4.99,2
"1174",287578,2024-03-12,"Gold",4.99,1
"1175",288203,2024-04-24,"Promotion",9.99,7
"1176",304831,2024-03-15,"Gold",4.99,5
"1177",304831,2024-03-15,"Gold",4.99,7
"1178",299270,2024-04-18,"Gold",4.99,26
"1179",282798,2024-03-28,"Gold",4.99,6
"1180",282798,2024-04-09,"Gold",4.99,35
"1181",282798,2024-04-11,"Gold",4.99,87
"1182",300173,2024-04-21,"Promotion",9.99,2
"1183",280804,2024-03-30,"Gold",29.99,13
"1184",297206,2024-03-21,"Gold",4.99,7
"1185",287596,2024-03-18,"Remove Ads",4.99,4
"1186",276442,2024-04-10,"Remove Ads",4.99,7
"1187",307693,2024-03-18,"Promotion",4.99,1
"1188",280995,2024-04-07,"Promotion",4.99,1
"1189",287798,2024-03-16,"Gold",4.99,1
"1190",305048,2024-04-06,"Promotion",9.99,14
"1191",305048,2024-04-11,"Promotion",6.99,19
"1192",290561,2024-03-08,"Gold",4.99,1
"1193",275719,2024-04-07,"Promotion",4.99,2
"1194",294997,2024-03-07,"Gold",4.99,4
"1195",273557,2024-05-01,"Promotion",4.99,1
"1196",277263,2024-04-26,"Remove Ads",4.99,6
"1197",298742,2024-04-10,"Promotion",6.99,9
"1198",280234,2024-04-07,"Remove Ads",4.99,1
"1199",296119,2024-03-15,"Remove Ads",4.99,1
"1200",307903,2024-03-21,"Gold",4.99,11
"1201",304386,2024-04-19,"Promotion",4.99,2
"1202",276293,2024-04-09,"Promotion",4.99,22
"1203",276293,2024-04-28,"Promotion",4.99,35
"1204",283964,2024-03-24,"Promotion",4.99,1
"1205",299688,2024-04-22,"Gold",4.99,1
"1206",281203,2024-04-24,"Promotion",4.99,8
"1207",299527,2024-03-10,"Gold",4.99,9
"1208",288492,2024-03-25,"Promotion",9.99,13
"1209",279199,2024-03-22,"Gold",9.99,52
"1210",307559,2024-03-29,"Gold",4.99,5
"1211",282336,2024-03-05,"Remove Ads",4.99,1
"1212",304936,2024-04-18,"Gold",4.99,4
"1213",276734,2024-03-29,"Promotion",4.99,1
"1214",287673,2024-04-22,"Promotion",4.99,1
"1215",276491,2024-04-13,"Promotion",4.99,1
"1216",308370,2024-03-08,"Gold",9.99,4
"1217",282387,2024-03-02,"Remove Ads",4.99,4
"1218",308551,2024-03-07,"Remove Ads",4.99,10
"1219",293732,2024-04-19,"Gold",4.99,3
"1220",296251,2024-03-21,"Remove Ads",NA,3
"1221",291514,2024-04-23,"Remove Ads",4.99,4
"1222",299270,2024-04-19,"Gold",4.99,27
"1223",280523,2024-04-23,"Gold",4.99,1
"1224",290698,2024-03-29,"Promotion",4.99,4
"1225",292230,2024-04-17,"Promotion",4.99,32
"1226",287596,2024-04-08,"Remove Ads",4.99,14
"1227",284622,2024-04-20,"Gold",4.99,24
"1228",305028,2024-04-10,"Gold",4.99,4
"1229",283901,2024-03-04,"Promotion",4.99,1
"1230",282987,2024-03-23,"Promotion",4.99,4
"1231",282996,2024-04-01,"Gold",9.99,1
"1232",275081,2024-04-25,"Promotion",4.99,2
"1233",301356,2024-03-25,"Remove Ads",4.99,4
"1234",300484,2024-04-09,"Gold",29.99,4
"1235",280290,2024-03-10,"Promotion",4.99,1
"1236",281460,2024-03-07,"Promotion",4.99,2
"1237",276293,2024-04-09,"Gold",4.99,23
"1238",306369,2024-03-21,"Promotion",4.99,5
"1239",277252,2024-03-28,"Promotion",4.99,1
"1240",292220,2024-04-05,"Remove Ads",4.99,4
"1241",277398,2024-03-02,"Gold",4.99,1
"1242",278895,2024-03-06,"Promotion",4.99,1
"1243",274469,2024-03-31,"Promotion",4.99,16
"1244",285236,2024-03-05,"Promotion",4.99,1
"1245",308519,2024-03-20,"Gold",4.99,5
"1246",306640,2024-03-28,"Promotion",4.99,10
"1247",272920,2024-04-16,"Gold",19.99,2
"1248",299527,2024-03-23,"Promotion",4.99,30
"1249",304865,2024-03-02,"Gold",4.99,3
"1250",279328,2024-04-09,"Gold",9.99,10
"1251",299427,2024-03-14,"Gold",4.99,9
"1252",300183,2024-03-08,"Gold",4.99,9
"1253",286058,2024-03-14,"Promotion",4.99,1
"1254",307992,2024-04-19,"Promotion",9.99,7
"1255",295101,2024-04-05,"Promotion",4.99,1
"1256",289115,2024-03-02,"Gold",4.99,3
"1257",308247,2024-04-21,"Remove Ads",4.99,9
"1258",289351,2024-03-30,"Promotion",4.99,2
"1259",286253,2024-03-26,"Promotion",4.99,4
"1260",291890,2024-03-20,"Promotion",4.99,3
"1261",302720,2024-04-26,"Remove Ads",4.99,8
"1262",281517,2024-03-17,"Gold",4.99,2
"1263",285671,2024-04-11,"Promotion",4.99,5
"1264",291953,2024-03-12,"Promotion",4.99,1
"1265",296251,2024-03-27,"Remove Ads",NA,5
"1266",299270,2024-04-08,"Promotion",4.99,19
"1267",280804,2024-03-22,"Promotion",9.99,5
"1268",301132,2024-03-08,"Gold",4.99,8
"1269",294201,2024-03-22,"Remove Ads",4.99,4
"1270",297195,2024-04-09,"Promotion",9.99,5
"1271",303304,2024-03-25,"Remove Ads",4.99,4
"1272",307947,2024-04-02,"Gold",4.99,2
"1273",277873,2024-03-02,"Gold",4.99,2
"1274",302714,2024-03-02,"Gold",4.99,2
"1275",290981,2024-03-13,"Promotion",4.99,1
"1276",298847,2024-03-30,"Promotion",4.99,8
"1277",301345,2024-03-01,"Gold",4.99,1
"1278",306131,2024-03-11,"Promotion",4.99,5
"1279",279062,2024-03-15,"Gold",4.99,3
"1280",287249,2024-03-20,"Gold",4.99,1
"1281",287249,2024-04-13,"Remove Ads",4.99,11
"1282",288640,2024-03-04,"Gold",4.99,1
"1283",272189,2024-04-20,"Gold",4.99,12
"1284",306713,2024-03-14,"Remove Ads",4.99,3
"1285",274827,2024-03-15,"Promotion",4.99,1
"1286",279199,2024-04-20,"Gold",9.99,123
"1287",273710,2024-03-11,"Promotion",4.99,1
"1288",300183,2024-03-03,"Promotion",4.99,3
"1289",294167,2024-04-09,"Promotion",4.99,8
"1290",306311,2024-04-17,"Remove Ads",4.99,6
"1291",273762,2024-04-03,"Gold",4.99,1
"1292",295509,2024-03-27,"Promotion",4.99,3
"1293",304190,2024-03-03,"Gold",4.99,2
"1294",274766,2024-03-19,"Promotion",4.99,1
"1295",284665,2024-04-15,"Promotion",4.99,7
"1296",288203,2024-04-20,"Promotion",4.99,5
"1297",279764,2024-04-10,"Promotion",4.99,2
"1298",308551,2024-03-03,"Promotion",4.99,3
"1299",308551,2024-03-04,"Gold",4.99,6
"1300",282798,2024-04-09,"Gold",4.99,30
"1301",295460,2024-03-21,"Promotion",4.99,7
"1302",301910,2024-03-28,"Promotion",4.99,1
"1303",280506,2024-03-07,"Gold",4.99,6
"1304",289392,2024-03-17,"Promotion",4.99,3
"1305",280804,2024-03-17,"Gold",19.99,4
"1306",298222,2024-04-06,"Promotion",4.99,1
"1307",283220,2024-04-13,"Gold",4.99,28
"1308",297195,2024-04-30,"Promotion",4.99,8
"1309",303304,2024-03-19,"Remove Ads",4.99,3
"1310",294201,2024-03-12,"Promotion",4.99,1
"1311",292230,2024-04-13,"Gold",4.99,26
"1312",273939,2024-04-25,"Promotion",4.99,5
"1313",287427,2024-04-25,"Remove Ads",4.99,10
"1314",304210,2024-03-29,"Promotion",4.99,1
"1315",286339,2024-03-03,"Promotion",4.99,1
"1316",305048,2024-03-30,"Promotion",4.99,7
"1317",281125,2024-04-06,"Promotion",4.99,1
"1318",288604,2024-03-10,"Gold",4.99,2
"1319",289479,2024-04-30,"Promotion",4.99,3
"1320",285934,2024-04-16,"Gold",4.99,2
"1321",299625,2024-03-19,"Promotion",4.99,17
"1322",298700,2024-03-17,"Gold",9.99,2
"1323",277396,2024-03-02,"Gold",4.99,2
"1324",303273,2024-03-30,"Gold",4.99,5
"1325",279577,2024-04-10,"Gold",4.99,2
"1326",281460,2024-03-17,"Gold",4.99,5
"1327",288371,2024-03-26,"Remove Ads",4.99,2
"1328",274469,2024-04-07,"Promotion",4.99,19
"1329",274469,2024-04-10,"Promotion",4.99,21
"1330",274469,2024-04-23,"Promotion",4.99,25
"1331",274469,2024-04-30,"Promotion",4.99,29
"1332",272523,2024-03-29,"Promotion",4.99,1
"1333",272749,2024-04-14,"Promotion",4.99,1
"1334",292414,2024-03-25,"Promotion",4.99,3
"1335",304339,2024-04-21,"Gold",4.99,1
"1336",298176,2024-03-15,"Promotion",4.99,1
"1337",275770,2024-03-22,"Gold",4.99,1
"1338",279199,2024-03-29,"Gold",9.99,85
"1339",279328,2024-04-12,"Gold",4.99,14
"1340",279328,2024-04-13,"Promotion",9.99,18
"1341",279328,2024-04-30,"Promotion",4.99,33
"1342",282336,2024-03-19,"Remove Ads",4.99,3
"1343",273299,2024-03-19,"Gold",4.99,3
"1344",305084,2024-03-06,"Promotion",4.99,1
"1345",291585,2024-04-09,"Gold",19.99,2
"1346",284665,2024-03-31,"Promotion",4.99,2
"1347",300924,2024-04-12,"Promotion",4.99,8
"1348",282798,2024-04-10,"Gold",4.99,46
"1349",282798,2024-04-11,"Gold",4.99,67
"1350",282798,2024-04-11,"Gold",4.99,72
"1351",282798,2024-04-11,"Gold",4.99,91
"1352",282798,2024-04-13,"Gold",4.99,117
"1353",282798,2024-04-21,"Gold",4.99,136
"1354",307623,2024-03-14,"Promotion",4.99,3
"1355",282387,2024-03-05,"Promotion",4.99,9
"1356",282775,2024-04-11,"Promotion",4.99,1
"1357",297847,2024-03-09,"Gold",4.99,2
"1358",301426,2024-04-15,"Gold",4.99,1
"1359",301132,2024-03-08,"Gold",4.99,10
"1360",301600,2024-04-14,"Gold",4.99,3
"1361",290698,2024-04-06,"Gold",4.99,16
"1362",290698,2024-04-07,"Gold",4.99,18
"1363",292230,2024-04-26,"Gold",4.99,44
"1364",302254,2024-03-19,"Promotion",4.99,3
"1365",294459,2024-04-08,"Gold",4.99,1
"1366",272164,2024-04-15,"Gold",29.99,1
"1367",288307,2024-03-31,"Promotion",4.99,1
"1368",306975,2024-03-08,"Gold",4.99,6
"1369",279550,2024-04-09,"Promotion",4.99,4
"1370",283977,2024-04-24,"Gold",4.99,1
"1371",308829,2024-03-12,"Gold",4.99,2
"1372",274807,2024-03-12,"Gold",4.99,1
"1373",291261,2024-03-28,"Gold",4.99,1
"1374",276293,2024-04-21,"Gold",4.99,33
"1375",306369,2024-03-27,"Promotion",4.99,8
"1376",292414,2024-03-24,"Promotion",4.99,1
"1377",279199,2024-03-24,"Gold",19.99,75
"1378",279199,2024-04-13,"Gold",4.99,108
"1379",300865,2024-03-02,"Gold",4.99,3
"1380",288492,2024-03-14,"Promotion",4.99,11
"1381",295235,2024-03-16,"Gold",29.99,10
"1382",299375,2024-04-02,"Promotion",4.99,3
"1383",273818,2024-04-04,"Promotion",4.99,1
"1384",278390,2024-04-01,"Gold",4.99,2
"1385",277101,2024-04-09,"Remove Ads",4.99,1
"1386",282798,2024-04-09,"Gold",4.99,33
"1387",282798,2024-04-21,"Gold",4.99,144
"1388",309213,2024-05-01,"Promotion",9.99,23
"1389",298195,2024-03-08,"Gold",9.99,2
"1390",288177,2024-04-23,"Gold",9.99,2
"1391",296609,2024-03-19,"Promotion",4.99,2
"1392",287113,2024-03-02,"Promotion",4.99,2
"1393",308202,2024-04-16,"Promotion",4.99,12
"1394",281777,2024-04-16,"Promotion",4.99,2
"1395",291915,2024-04-22,"Promotion",4.99,1
"1396",292230,2024-04-04,"Promotion",4.99,16
"1397",287596,2024-04-02,"Gold",4.99,13
"1398",284622,2024-04-05,"Gold",4.99,3
"1399",278091,2024-03-24,"Gold",4.99,15
"1400",298153,2024-04-16,"Promotion",4.99,1
"1401",275317,2024-03-05,"Gold",4.99,2
"1402",276842,2024-04-14,"Promotion",4.99,2
"1403",303692,2024-04-05,"Gold",4.99,2
"1404",297911,2024-03-01,"Promotion",4.99,4
"1405",287037,2024-03-02,"Gold",4.99,2
"1406",306369,2024-03-21,"Remove Ads",4.99,3
"1407",302415,2024-03-16,"Gold",4.99,1
"1408",306150,2024-03-07,"Gold",4.99,1
"1409",280323,2024-03-18,"Gold",4.99,4
"1410",299527,2024-03-24,"Gold",4.99,32
"1411",301943,2024-03-17,"Gold",4.99,1
"1412",273710,2024-03-19,"Promotion",4.99,3
"1413",304865,2024-03-02,"Gold",9.99,2
"1414",304865,2024-03-09,"Gold",4.99,11
"1415",304865,2024-04-23,"Remove Ads",NA,21
"1416",288492,2024-03-04,"Gold",9.99,5
"1417",306311,2024-04-02,"Gold",4.99,2
"1418",279328,2024-04-12,"Gold",9.99,16
"1419",295235,2024-03-16,"Promotion",4.99,6
"1420",296536,2024-03-05,"Remove Ads",4.99,6
"1421",304936,2024-04-14,"Promotion",4.99,1
"1422",304190,2024-04-30,"Promotion",9.99,12
"1423",289351,2024-04-01,"Promotion",4.99,3
"1424",286414,2024-04-02,"Promotion",4.99,4
"1425",299285,2024-04-03,"Promotion",4.99,1
"1426",282798,2024-04-09,"Gold",4.99,40
"1427",282798,2024-04-11,"Gold",4.99,75
"1428",299600,2024-03-24,"Gold",4.99,1
"1429",307412,2024-04-16,"Promotion",4.99,2
"1430",275614,2024-04-21,"Gold",4.99,4
"1431",275614,2024-04-26,"Gold",4.99,13
"1432",302598,2024-04-16,"Promotion",4.99,4
"1433",302598,2024-04-17,"Promotion",4.99,6
"1434",307958,2024-03-25,"Remove Ads",4.99,1
"1435",283220,2024-04-06,"Gold",4.99,14
"1436",280444,2024-04-18,"Promotion",4.99,2
"1437",308650,2024-04-01,"Promotion",4.99,4
"1438",284622,2024-04-06,"Gold",4.99,8
"1439",304210,2024-03-31,"Gold",4.99,2
"1440",308851,2024-03-17,"Promotion",4.99,3
"1441",279670,2024-03-14,"Promotion",9.99,1
"1442",305048,2024-04-14,"Promotion",9.99,21
"1443",284707,2024-03-16,"Remove Ads",4.99,15
"1444",284707,2024-03-23,"Remove Ads",4.99,19
"1445",284707,2024-04-25,"Gold",9.99,35
"1446",281125,2024-04-06,"Gold",9.99,3
"1447",288307,2024-04-18,"Promotion",4.99,5
"1448",308462,2024-03-27,"Promotion",4.99,2
"1449",277965,2024-04-15,"Promotion",4.99,1
"1450",287249,2024-03-23,"Remove Ads",4.99,8
"1451",299625,2024-03-31,"Gold",4.99,31
"1452",296637,2024-03-28,"Promotion",4.99,1
"1453",293431,2024-04-12,"Remove Ads",4.99,2
"1454",301356,2024-03-15,"Gold",4.99,2
"1455",301356,2024-04-15,"Remove Ads",4.99,12
"1456",285209,2024-03-15,"Gold",4.99,1
"1457",279248,2024-04-08,"Promotion",4.99,1
"1458",306369,2024-03-27,"Promotion",9.99,6
"1459",278351,2024-04-15,"Gold",4.99,2
"1460",295926,2024-03-12,"Gold",4.99,3
"1461",288480,2024-03-13,"Promotion",4.99,5
"1462",308519,2024-03-13,"Promotion",4.99,3
"1463",279199,2024-03-09,"Gold",9.99,31
"1464",302906,2024-03-09,"Remove Ads",4.99,2
"1465",293429,2024-04-04,"Gold",4.99,1
"1466",304865,2024-03-23,"Promotion",4.99,15
"1467",275607,2024-03-23,"Gold",4.99,2
"1468",278821,2024-04-23,"Promotion",4.99,1
"1469",300183,2024-04-06,"Promotion",9.99,16
"1470",279328,2024-04-07,"Promotion",4.99,2
"1471",278770,2024-03-29,"Gold",4.99,1
"1472",294167,2024-04-14,"Remove Ads",4.99,9
"1473",275773,2024-03-14,"Gold",4.99,14
"1474",295235,2024-03-16,"Gold",9.99,13
"1475",304196,2024-04-14,"Gold",9.99,3
"1476",272951,2024-03-28,"Promotion",4.99,1
"1477",285671,2024-04-17,"Promotion",4.99,8
"1478",274062,2024-03-29,"Promotion",9.99,9
"1479",282798,2024-04-09,"Gold",4.99,34
"1480",282798,2024-04-10,"Gold",4.99,62
"1481",278937,2024-04-21,"Gold",4.99,8
"1482",295460,2024-03-07,"Gold",4.99,1
"1483",299270,2024-04-23,"Gold",4.99,33
"1484",300173,2024-04-22,"Promotion",4.99,4
"1485",272243,2024-03-15,"Remove Ads",4.99,1
"1486",292918,2024-04-18,"Remove Ads",4.99,1
"1487",286306,2024-03-06,"Gold",4.99,1
"1488",283220,2024-04-06,"Gold",4.99,16
"1489",275927,2024-04-26,"Gold",4.99,22
"1490",306606,2024-03-02,"Gold",4.99,4
"1491",301753,2024-04-06,"Promotion",9.99,3
"1492",287596,2024-03-05,"Gold",4.99,2
"1493",277875,2024-03-15,"Promotion",4.99,1
"1494",302044,2024-04-19,"Promotion",4.99,1
"1495",287427,2024-03-21,"Remove Ads",4.99,4
"1496",278294,2024-03-22,"Remove Ads",4.99,4
"1497",308425,2024-04-20,"Promotion",4.99,3
"1498",282824,2024-05-01,"Remove Ads",4.99,3
"1499",292039,2024-04-21,"Gold",4.99,6
"1500",296177,2024-03-28,"Promotion",4.99,5
"1501",287110,2024-04-07,"Promotion",4.99,5
"1502",272271,2024-04-15,"Gold",4.99,3
"1503",300392,2024-04-10,"Gold",4.99,4
"1504",302483,2024-03-20,"Remove Ads",4.99,1
"1505",306640,2024-03-11,"Promotion",4.99,3
"1506",290188,2024-03-22,"Promotion",4.99,1
"1507",299527,2024-03-10,"Promotion",4.99,11
"1508",299527,2024-03-14,"Gold",4.99,19
"1509",299483,2024-04-26,"Promotion",4.99,6
"1510",279328,2024-04-07,"Gold",4.99,4
"1511",279328,2024-04-12,"Gold",4.99,17
"1512",301704,2024-04-30,"Promotion",4.99,8
"1513",288492,2024-03-16,"Gold",4.99,12
"1514",306311,2024-04-02,"Promotion",4.99,3
"1515",286020,2024-03-13,"Gold",4.99,3
"1516",295235,2024-03-16,"Gold",4.99,12
"1517",296476,2024-03-16,"Promotion",4.99,1
"1518",282798,2024-04-11,"Gold",4.99,95
"1519",282798,2024-04-20,"Gold",4.99,125
"1520",286477,2024-03-10,"Promotion",4.99,1
"1521",287608,2024-03-24,"Gold",4.99,2
"1522",302340,2024-03-25,"Gold",4.99,2
"1523",281388,2024-04-08,"Gold",9.99,1
"1524",308370,2024-03-07,"Promotion",4.99,1
"1525",279714,2024-03-23,"Promotion",4.99,2
"1526",301910,2024-03-28,"Gold",4.99,2
"1527",284519,2024-03-01,"Gold",4.99,1
"1528",284406,2024-04-06,"Promotion",4.99,2
"1529",288936,2024-04-28,"Promotion",9.99,17
"1530",283783,2024-04-05,"Promotion",4.99,1
"1531",299207,2024-03-01,"Promotion",4.99,1
"1532",299399,2024-04-27,"Remove Ads",4.99,4
"1533",272206,2024-03-22,"Promotion",4.99,1
"1534",290861,2024-04-07,"Gold",4.99,2
"1535",292230,2024-04-05,"Gold",9.99,18
"1536",294893,2024-04-05,"Gold",4.99,2
"1537",281491,2024-03-19,"Promotion",4.99,4
"1538",306975,2024-03-11,"Promotion",4.99,8
"1539",275347,2024-04-08,"Promotion",4.99,4
"1540",275081,2024-04-28,"Promotion",9.99,4
"1541",298742,2024-03-25,"Promotion",4.99,3
"1542",304355,2024-04-13,"Gold",4.99,6
"1543",300392,2024-03-23,"Promotion",4.99,1
"1544",299350,2024-03-14,"Gold",4.99,1
"1545",304552,2024-04-16,"Promotion",4.99,14
"1546",309232,2024-03-08,"Promotion",4.99,2
"1547",279374,2024-04-03,"Gold",19.99,1
"1548",279328,2024-04-22,"Promotion",4.99,26
"1549",275368,2024-03-12,"Promotion",4.99,1
"1550",279199,2024-03-03,"Remove Ads",4.99,18
"1551",279199,2024-03-23,"Gold",19.99,61
"1552",288371,2024-04-11,"Promotion",4.99,7
"1553",299427,2024-03-10,"Gold",4.99,4
"1554",281203,2024-04-28,"Promotion",9.99,14
"1555",293493,2024-03-31,"Promotion",4.99,3
"1556",276546,2024-03-14,"Gold",4.99,2
"1557",272270,2024-04-17,"Gold",4.99,4
"1558",303723,2024-03-04,"Gold",4.99,1
"1559",295509,2024-03-25,"Gold",4.99,2
"1560",283570,2024-03-16,"Promotion",4.99,1
"1561",274709,2024-04-29,"Gold",4.99,1
"1562",292656,2024-04-02,"Gold",4.99,2
"1563",282798,2024-04-10,"Gold",4.99,49
"1564",282798,2024-04-21,"Gold",4.99,130
"1565",283644,2024-03-05,"Gold",4.99,2
"1566",296251,2024-04-03,"Remove Ads",NA,7
"1567",296196,2024-04-13,"Promotion",4.99,2
"1568",272143,2024-03-01,"Gold",4.99,1
"1569",283603,2024-04-24,"Gold",4.99,3
"1570",292230,2024-04-12,"Promotion",4.99,25
"1571",303150,2024-04-17,"Gold",4.99,11
"1572",276414,2024-03-15,"Promotion",4.99,1
"1573",298485,2024-04-20,"Promotion",4.99,4
"1574",302491,2024-04-17,"Gold",4.99,1
"1575",284707,2024-04-19,"Gold",9.99,33
"1576",280009,2024-03-29,"Promotion",4.99,1
"1577",277991,2024-04-29,"Promotion",9.99,6
"1578",277263,2024-03-28,"Promotion",4.99,2
"1579",277263,2024-04-02,"Remove Ads",4.99,3
"1580",287249,2024-04-20,"Remove Ads",4.99,12
"1581",288307,2024-03-31,"Promotion",4.99,2
"1582",279550,2024-04-06,"Promotion",4.99,3
"1583",296177,2024-04-05,"Gold",4.99,10
"1584",287110,2024-03-29,"Promotion",4.99,1
"1585",300484,2024-03-27,"Promotion",4.99,3
"1586",283448,2024-03-04,"Promotion",4.99,1
"1587",303692,2024-04-05,"Gold",9.99,1
"1588",277525,2024-03-14,"Gold",4.99,2
"1589",281460,2024-03-25,"Remove Ads",4.99,8
"1590",274827,2024-03-16,"Gold",4.99,3
"1591",287361,2024-04-04,"Gold",9.99,1
"1592",297721,2024-03-14,"Gold",4.99,1
"1593",309020,2024-03-18,"Promotion",4.99,1
"1594",293491,2024-03-22,"Gold",4.99,3
"1595",294167,2024-03-06,"Promotion",4.99,2
"1596",301668,2024-03-29,"Promotion",4.99,2
"1597",298031,2024-04-09,"Gold",4.99,4
"1598",288480,2024-03-08,"Gold",4.99,4
"1599",275753,2024-03-11,"Promotion",4.99,4
"1600",304152,2024-04-28,"Promotion",4.99,8
"1601",301704,2024-03-11,"Promotion",4.99,1
"1602",284066,2024-04-25,"Promotion",4.99,1
"1603",296536,2024-03-02,"Gold",4.99,3
"1604",279328,2024-04-09,"Gold",29.99,9
"1605",284891,2024-03-25,"Gold",4.99,9
"1606",284891,2024-04-03,"Gold",4.99,18
"1607",286398,2024-03-06,"Gold",4.99,6
"1608",287113,2024-03-06,"Gold",4.99,4
"1609",298686,2024-04-30,"Promotion",4.99,6
"1610",286253,2024-03-27,"Promotion",9.99,5
"1611",295460,2024-03-23,"Promotion",4.99,9
"1612",295460,2024-04-11,"Promotion",9.99,15
"1613",299270,2024-04-20,"Gold",4.99,30
"1614",282798,2024-04-11,"Gold",4.99,71
"1615",282798,2024-04-11,"Gold",4.99,78
"1616",282798,2024-04-21,"Gold",4.99,145
"1617",280804,2024-03-22,"Gold",19.99,7
"1618",298284,2024-04-03,"Gold",4.99,3
"1619",283220,2024-04-06,"Gold",4.99,15
