"","user_id","activity_date","product_group","dollar_purchase_value","purchase_number"
"2135",305509,2024-04-16,"Promotion",4.99,8
"2136",303477,2024-04-03,"Gold",9.99,5
"2137",292230,2024-04-21,"Promotion",9.99,36
"2138",277873,2024-03-08,"Promotion",4.99,9
"2139",295203,2024-03-21,"Promotion",4.99,2
"2140",303150,2024-03-28,"Remove Ads",4.99,7
"2141",306208,2024-04-09,"Gold",4.99,2
"2142",296430,2024-03-06,"Promotion",4.99,2
"2143",285211,2024-03-23,"Promotion",4.99,1
"2144",306975,2024-03-05,"Gold",4.99,3
"2145",279062,2024-03-23,"Gold",4.99,4
"2146",280603,2024-03-20,"Promotion",4.99,1
"2147",281791,2024-03-17,"Gold",4.99,2
"2148",289479,2024-03-05,"Promotion",9.99,1
"2149",286688,2024-04-27,"Promotion",4.99,2
"2150",299625,2024-03-21,"Promotion",4.99,18
"2151",280620,2024-03-08,"Promotion",4.99,1
"2152",306713,2024-04-14,"Gold",29.99,11
"2153",303692,2024-04-05,"Gold",4.99,4
"2154",302039,2024-04-24,"Promotion",4.99,5
"2155",281460,2024-03-07,"Promotion",4.99,1
"2156",297359,2024-04-13,"Remove Ads",4.99,6
"2157",306640,2024-04-29,"Promotion",9.99,13
"2158",295423,2024-03-07,"Remove Ads",4.99,2
"2159",305348,2024-03-29,"Promotion",4.99,1
"2160",279199,2024-03-20,"Gold",4.99,49
"2161",279199,2024-04-06,"Gold",9.99,101
"2162",279328,2024-04-22,"Promotion",4.99,27
"2163",284891,2024-04-06,"Gold",4.99,22
"2164",275607,2024-03-23,"Gold",4.99,3
"2165",290901,2024-04-05,"Gold",4.99,1
"2166",304051,2024-03-04,"Gold",4.99,3
"2167",300924,2024-03-29,"Gold",4.99,4
"2168",284768,2024-03-19,"Gold",4.99,2
"2169",282798,2024-04-21,"Gold",4.99,134
"2170",302720,2024-03-22,"Remove Ads",4.99,3
"2171",276491,2024-04-14,"Gold",4.99,2
"2172",299270,2024-03-02,"Promotion",4.99,1
"2173",282775,2024-04-12,"Gold",4.99,3
"2174",292188,2024-04-09,"Remove Ads",4.99,3
"2175",302598,2024-05-01,"Promotion",4.99,12
"2176",307612,2024-04-23,"Promotion",4.99,1
"2177",305412,2024-05-01,"Promotion",4.99,1
"2178",290348,2024-04-07,"Promotion",4.99,1
"2179",303150,2024-03-14,"Promotion",4.99,3
"2180",292994,2024-03-11,"Promotion",4.99,1
"2181",296177,2024-03-28,"Gold",4.99,4
"2182",294934,2024-03-13,"Promotion",4.99,1
"2183",299625,2024-03-06,"Gold",4.99,3
"2184",304606,2024-03-12,"Remove Ads",4.99,1
"2185",304606,2024-03-27,"Gold",4.99,9
"2186",308572,2024-03-26,"Promotion",4.99,2
"2187",286965,2024-04-05,"Gold",4.99,3
"2188",274791,2024-04-12,"Gold",4.99,4
"2189",301461,2024-03-06,"Promotion",4.99,1
"2190",283637,2024-04-11,"Remove Ads",4.99,7
"2191",296591,2024-03-29,"Gold",NA,1
"2192",298176,2024-03-15,"Gold",4.99,2
"2193",302216,2024-03-25,"Gold",4.99,2
"2194",305651,2024-04-02,"Gold",9.99,4
"2195",298596,2024-03-11,"Promotion",4.99,1
"2196",278501,2024-03-30,"Gold",4.99,2
"2197",279199,2024-03-01,"Gold",9.99,1
"2198",302906,2024-03-16,"Remove Ads",4.99,3
"2199",307559,2024-04-11,"Gold",9.99,8
"2200",293493,2024-03-31,"Gold",4.99,4
"2201",294939,2024-03-04,"Gold",4.99,2
"2202",274766,2024-03-23,"Gold",4.99,4
"2203",299375,2024-03-26,"Gold",4.99,1
"2204",302740,2024-04-04,"Promotion",4.99,2
"2205",292656,2024-04-02,"Gold",4.99,1
"2206",274174,2024-04-28,"Remove Ads",4.99,2
"2207",293717,2024-03-11,"Promotion",4.99,1
"2208",282798,2024-04-09,"Gold",4.99,28
"2209",288827,2024-03-19,"Gold",4.99,4
"2210",294906,2024-04-28,"Promotion",4.99,4
"2211",282775,2024-04-11,"Gold",4.99,2
"2212",290462,2024-04-05,"Promotion",4.99,1
"2213",278774,2024-04-30,"Promotion",4.99,7
"2214",272192,2024-04-14,"Promotion",4.99,2
"2215",290698,2024-04-05,"Gold",4.99,11
"2216",290698,2024-04-11,"Gold",4.99,26
"2217",299815,2024-03-16,"Gold",4.99,1
"2218",292919,2024-04-28,"Gold",4.99,5
"2219",303304,2024-03-08,"Remove Ads",4.99,2
"2220",277873,2024-03-31,"Promotion",4.99,19
"2221",276442,2024-04-03,"Remove Ads",4.99,4
"2222",283924,2024-04-28,"Remove Ads",4.99,5
"2223",287427,2024-03-14,"Remove Ads",4.99,3
"2224",298847,2024-04-17,"Promotion",4.99,12
"2225",272333,2024-04-09,"Gold",4.99,1
"2226",289810,2024-03-28,"Promotion",4.99,1
"2227",289888,2024-03-07,"Remove Ads",4.99,1
"2228",280290,2024-03-24,"Gold",4.99,3
"2229",274791,2024-04-25,"Gold",4.99,5
"2230",306611,2024-04-07,"Promotion",4.99,2
"2231",287037,2024-03-02,"Promotion",9.99,3
"2232",284659,2024-04-09,"Remove Ads",4.99,9
"2233",306150,2024-03-16,"Promotion",4.99,3
"2234",285236,2024-03-05,"Promotion",4.99,2
"2235",308519,2024-03-12,"Gold",4.99,2
"2236",279199,2024-03-17,"Gold",9.99,45
"2237",284891,2024-03-15,"Gold",4.99,2
"2238",284891,2024-03-19,"Gold",4.99,4
"2239",275966,2024-04-09,"Promotion",4.99,1
"2240",294167,2024-03-19,"Promotion",4.99,5
"2241",289115,2024-03-07,"Promotion",4.99,4
"2242",295678,2024-04-08,"Promotion",4.99,4
"2243",272270,2024-04-15,"Gold",4.99,1
"2244",281517,2024-03-29,"Remove Ads",4.99,4
"2245",282798,2024-04-21,"Gold",4.99,133
"2246",288827,2024-03-29,"Gold",4.99,6
"2247",309213,2024-04-23,"Promotion",9.99,20
"2248",304184,2024-04-08,"Gold",4.99,1
"2249",282387,2024-03-26,"Promotion",4.99,21
"2250",308551,2024-03-14,"Remove Ads",4.99,11
"2251",279173,2024-03-20,"Remove Ads",4.99,3
"2252",278964,2024-03-08,"Promotion",4.99,1
"2253",298284,2024-04-06,"Gold",4.99,12
"2254",275927,2024-03-25,"Gold",4.99,7
"2255",305509,2024-04-08,"Promotion",4.99,4
"2256",277873,2024-03-03,"Promotion",4.99,7
"2257",275379,2024-03-01,"Promotion",4.99,1
"2258",309220,2024-03-10,"Gold",9.99,1
"2259",308082,2024-04-04,"Promotion",4.99,2
"2260",272164,2024-04-28,"Gold",29.99,4
"2261",305048,2024-03-23,"Promotion",4.99,3
"2262",276874,2024-04-18,"Promotion",4.99,1
"2263",300029,2024-03-22,"Promotion",4.99,5
"2264",306713,2024-03-24,"Gold",29.99,5
"2265",305483,2024-04-15,"Promotion",4.99,3
"2266",297911,2024-03-01,"Promotion",4.99,2
"2267",304386,2024-04-26,"Promotion",4.99,8
"2268",274469,2024-04-28,"Gold",9.99,27
"2269",283856,2024-03-31,"Gold",4.99,1
"2270",299527,2024-03-18,"Gold",4.99,20
"2271",295423,2024-04-23,"Remove Ads",4.99,9
"2272",279199,2024-03-26,"Promotion",4.99,79
"2273",299483,2024-04-24,"Gold",4.99,5
"2274",304865,2024-04-30,"Remove Ads",4.99,22
"2275",300183,2024-03-13,"Promotion",4.99,11
"2276",275773,2024-03-14,"Gold",4.99,11
"2277",283377,2024-04-19,"Promotion",4.99,3
"2278",277129,2024-03-18,"Promotion",4.99,2
"2279",308247,2024-04-28,"Remove Ads",4.99,10
"2280",282798,2024-04-11,"Gold",4.99,94
"2281",282798,2024-04-12,"Gold",4.99,97
"2282",287113,2024-03-04,"Promotion",4.99,3
"2283",303355,2024-03-23,"Promotion",4.99,1
"2284",303373,2024-03-26,"Promotion",4.99,1
"2285",304317,2024-03-06,"Promotion",4.99,1
"2286",285786,2024-03-14,"Promotion",4.99,1
"2287",294718,2024-04-27,"Promotion",4.99,5
"2288",275614,2024-04-30,"Gold",4.99,16
"2289",287475,2024-04-09,"Gold",4.99,3
"2290",308202,2024-04-12,"Gold",4.99,6
"2291",308202,2024-04-13,"Promotion",4.99,9
"2292",301132,2024-03-08,"Gold",4.99,11
"2293",283603,2024-04-20,"Promotion",4.99,1
"2294",287596,2024-03-20,"Promotion",9.99,6
"2295",284070,2024-03-09,"Promotion",4.99,1
"2296",276442,2024-03-02,"Gold",4.99,2
"2297",277867,2024-04-10,"Promotion",4.99,1
"2298",306131,2024-03-07,"Promotion",4.99,1
"2299",274596,2024-04-14,"Gold",4.99,2
"2300",300484,2024-04-14,"Gold",9.99,7
"2301",292041,2024-04-04,"Gold",4.99,2
"2302",287037,2024-03-18,"Gold",4.99,6
"2303",287037,2024-03-22,"Gold",9.99,8
"2304",307903,2024-03-18,"Gold",4.99,2
"2305",307903,2024-03-19,"Gold",4.99,6
"2306",277525,2024-04-09,"Gold",4.99,8
"2307",304355,2024-03-03,"Gold",4.99,2
"2308",306102,2024-04-22,"Remove Ads",4.99,9
"2309",284659,2024-04-16,"Remove Ads",4.99,11
"2310",298612,2024-04-30,"Remove Ads",4.99,2
"2311",306640,2024-03-05,"Promotion",9.99,1
"2312",280323,2024-03-16,"Gold",4.99,1
"2313",285979,2024-03-02,"Remove Ads",4.99,1
"2314",279328,2024-04-19,"Promotion",9.99,22
"2315",279199,2024-03-02,"Gold",9.99,7
"2316",279199,2024-03-23,"Gold",9.99,70
"2317",279199,2024-03-29,"Gold",9.99,80
"2318",279199,2024-03-30,"Gold",9.99,89
"2319",279199,2024-03-31,"Gold",9.99,92
"2320",299041,2024-04-07,"Promotion",4.99,2
"2321",288492,2024-03-14,"Gold",4.99,10
"2322",306335,2024-03-25,"Promotion",4.99,1
"2323",282798,2024-03-30,"Gold",4.99,20
"2324",282798,2024-04-09,"Gold",4.99,37
"2325",282798,2024-04-12,"Gold",4.99,106
"2326",304494,2024-04-23,"Promotion",4.99,1
"2327",305997,2024-03-03,"Gold",4.99,1
"2328",299270,2024-03-06,"Promotion",4.99,3
"2329",299270,2024-04-19,"Promotion",4.99,29
"2330",308551,2024-03-01,"Promotion",4.99,1
"2331",308370,2024-04-04,"Gold",9.99,7
"2332",274062,2024-03-29,"Promotion",9.99,8
"2333",300173,2024-04-20,"Promotion",4.99,1
"2334",282217,2024-04-02,"Promotion",4.99,4
"2335",275927,2024-03-12,"Gold",4.99,1
"2336",308650,2024-04-03,"Remove Ads",4.99,6
"2337",284654,2024-03-26,"Gold",4.99,5
"2338",308714,2024-04-23,"Remove Ads",4.99,1
"2339",280522,2024-03-10,"Gold",4.99,1
"2340",277873,2024-03-08,"Promotion",4.99,10
"2341",274965,2024-04-27,"Gold",4.99,1
"2342",292915,2024-03-18,"Gold",4.99,6
"2343",301805,2024-03-22,"Gold",9.99,5
"2344",306208,2024-03-26,"Promotion",4.99,1
"2345",286297,2024-03-04,"Gold",9.99,2
"2346",286087,2024-03-09,"Promotion",4.99,2
"2347",286688,2024-04-16,"Promotion",4.99,1
"2348",284337,2024-03-01,"Gold",4.99,1
"2349",301356,2024-04-19,"Gold",4.99,14
"2350",300484,2024-03-16,"Promotion",4.99,1
"2351",299806,2024-04-14,"Promotion",4.99,1
"2352",287037,2024-04-20,"Gold",9.99,13
"2353",272189,2024-04-21,"Promotion",9.99,14
"2354",286965,2024-04-05,"Gold",4.99,1
"2355",280833,2024-04-03,"Promotion",4.99,2
"2356",292414,2024-03-26,"Promotion",4.99,4
"2357",299527,2024-03-24,"Gold",4.99,35
"2358",276409,2024-04-21,"Gold",4.99,1
"2359",305226,2024-03-03,"Promotion",4.99,1
"2360",284659,2024-03-22,"Promotion",4.99,7
"2361",302483,2024-04-24,"Remove Ads",4.99,7
"2362",279199,2024-03-02,"Gold",4.99,9
"2363",279199,2024-04-13,"Gold",4.99,109
"2364",299106,2024-03-30,"Remove Ads",4.99,1
"2365",282336,2024-03-12,"Remove Ads",4.99,2
"2366",290627,2024-04-08,"Remove Ads",NA,8
"2367",280588,2024-04-07,"Promotion",4.99,6
"2368",275848,2024-04-14,"Gold",4.99,1
"2369",302291,2024-03-21,"Promotion",4.99,2
"2370",282798,2024-03-30,"Gold",4.99,17
"2371",282798,2024-04-12,"Gold",4.99,112
"2372",302720,2024-03-15,"Remove Ads",4.99,2
"2373",302720,2024-04-12,"Remove Ads",4.99,6
"2374",288203,2024-04-21,"Promotion",9.99,6
"2375",292293,2024-03-29,"Remove Ads",NA,2
"2376",308845,2024-03-09,"Gold",9.99,5
"2377",274174,2024-04-19,"Remove Ads",4.99,1
"2378",279558,2024-04-07,"Remove Ads",4.99,5
"2379",289351,2024-03-12,"Promotion",4.99,1
"2380",279173,2024-03-06,"Remove Ads",4.99,1
"2381",294783,2024-03-13,"Promotion",4.99,2
"2382",294783,2024-03-27,"Promotion",9.99,10
"2383",296609,2024-03-20,"Gold",4.99,4
"2384",274834,2024-04-30,"Promotion",4.99,13
"2385",287139,2024-04-27,"Promotion",4.99,3
"2386",289392,2024-03-17,"Gold",9.99,2
"2387",303373,2024-03-26,"Gold",4.99,2
"2388",280476,2024-04-22,"Promotion",4.99,1
"2389",283220,2024-03-24,"Gold",9.99,3
"2390",308202,2024-04-10,"Promotion",4.99,2
"2391",285071,2024-03-24,"Gold",9.99,2
"2392",285071,2024-03-28,"Promotion",4.99,8
"2393",294728,2024-04-12,"Promotion",4.99,1
"2394",300596,2024-03-14,"Promotion",9.99,1
"2395",301600,2024-04-10,"Gold",4.99,1
"2396",290861,2024-04-17,"Gold",4.99,4
"2397",295203,2024-04-02,"Gold",4.99,10
"2398",302714,2024-03-03,"Gold",4.99,5
"2399",288302,2024-04-06,"Promotion",4.99,2
"2400",275317,2024-03-05,"Promotion",4.99,1
"2401",304987,2024-03-18,"Remove Ads",4.99,10
"2402",308696,2024-03-12,"Promotion",4.99,2
"2403",296177,2024-04-11,"Gold",4.99,14
"2404",283372,2024-05-01,"Remove Ads",4.99,13
"2405",275347,2024-04-02,"Gold",4.99,2
"2406",300156,2024-03-30,"Promotion",4.99,1
"2407",306362,2024-03-06,"Promotion",4.99,2
"2408",275081,2024-04-18,"Gold",9.99,1
"2409",301461,2024-03-08,"Promotion",4.99,3
"2410",287037,2024-04-30,"Gold",4.99,18
"2411",304355,2024-03-21,"Gold",4.99,4
"2412",302216,2024-03-21,"Promotion",4.99,1
"2413",290287,2024-04-17,"Remove Ads",4.99,1
"2414",306369,2024-04-05,"Remove Ads",4.99,13
"2415",289867,2024-04-25,"Gold",4.99,7
"2416",282668,2024-04-09,"Promotion",4.99,1
"2417",279467,2024-03-18,"Promotion",4.99,1
"2418",304865,2024-03-09,"Gold",4.99,9
"2419",286694,2024-03-15,"Gold",4.99,3
"2420",282336,2024-04-02,"Remove Ads",4.99,5
"2421",290627,2024-04-01,"Remove Ads",NA,7
"2422",303509,2024-04-24,"Remove Ads",4.99,1
"2423",282396,2024-04-01,"Gold",9.99,5
"2424",282946,2024-03-11,"Promotion",4.99,1
"2425",296137,2024-04-22,"Promotion",4.99,1
"2426",279173,2024-03-13,"Remove Ads",4.99,2
"2427",282387,2024-03-03,"Promotion",4.99,7
"2428",292427,2024-04-09,"Remove Ads",4.99,1
"2429",282798,2024-04-21,"Gold",4.99,150
"2430",288827,2024-03-17,"Gold",4.99,2
"2431",294906,2024-04-24,"Promotion",4.99,2
"2432",285671,2024-04-25,"Gold",4.99,10
"2433",299270,2024-03-22,"Promotion",4.99,6
"2434",298104,2024-03-09,"Gold",4.99,2
"2435",298284,2024-04-04,"Promotion",4.99,10
"2436",274177,2024-04-30,"Remove Ads",4.99,1
"2437",307811,2024-04-19,"Promotion",4.99,4
"2438",301600,2024-04-13,"Gold",4.99,2
"2439",285071,2024-04-24,"Promotion",4.99,11
"2440",294728,2024-04-12,"Promotion",4.99,2
"2441",294587,2024-03-10,"Promotion",4.99,1
"2442",283603,2024-04-21,"Gold",4.99,2
"2443",295203,2024-03-22,"Remove Ads",4.99,3
"2444",302254,2024-04-01,"Gold",4.99,4
"2445",284622,2024-04-05,"Promotion",4.99,4
"2446",305048,2024-03-29,"Gold",9.99,6
"2447",292444,2024-03-12,"Promotion",4.99,1
"2448",306131,2024-03-07,"Gold",4.99,3
"2449",296177,2024-04-01,"Gold",4.99,9
"2450",300484,2024-04-12,"Promotion",4.99,6
"2451",277525,2024-03-15,"Gold",4.99,3
"2452",279693,2024-03-29,"Promotion",4.99,1
"2453",279443,2024-04-26,"Promotion",4.99,9
"2454",296591,2024-04-08,"Promotion",4.99,2
"2455",289867,2024-04-25,"Gold",4.99,4
"2456",274469,2024-03-20,"Promotion",9.99,9
"2457",274469,2024-04-07,"Promotion",4.99,18
"2458",281965,2024-04-22,"Remove Ads",NA,4
"2459",302308,2024-03-23,"Promotion",4.99,4
"2460",294010,2024-03-26,"Promotion",4.99,1
"2461",279199,2024-03-15,"Gold",9.99,44
"2462",279199,2024-03-23,"Gold",9.99,66
"2463",275607,2024-03-09,"Gold",4.99,1
"2464",295678,2024-04-09,"Promotion",4.99,5
"2465",286020,2024-03-13,"Gold",4.99,4
"2466",295235,2024-03-26,"Remove Ads",4.99,17
"2467",279418,2024-03-27,"Gold",4.99,3
"2468",286398,2024-03-11,"Promotion",4.99,8
"2469",279558,2024-03-22,"Promotion",4.99,2
"2470",309213,2024-04-06,"Gold",4.99,4
"2471",303279,2024-04-19,"Promotion",4.99,1
"2472",282387,2024-04-09,"Promotion",4.99,23
"2473",304831,2024-03-11,"Promotion",4.99,1
"2474",272746,2024-03-29,"Gold",4.99,1
"2475",274062,2024-03-23,"Promotion",4.99,5
"2476",288936,2024-04-09,"Promotion",4.99,1
"2477",275927,2024-03-22,"Gold",4.99,6
"2478",297195,2024-04-14,"Promotion",4.99,6
"2479",283654,2024-04-16,"Gold",4.99,1
"2480",292230,2024-03-16,"Promotion",4.99,5
"2481",292230,2024-04-23,"Promotion",4.99,39
"2482",277973,2024-04-09,"Promotion",4.99,1
"2483",302668,2024-03-21,"Promotion",4.99,1
"2484",308851,2024-04-04,"Promotion",4.99,4
"2485",272164,2024-04-28,"Remove Ads",4.99,2
"2486",309395,2024-03-21,"Promotion",4.99,2
"2487",287315,2024-04-13,"Promotion",9.99,5
"2488",299830,2024-04-30,"Promotion",4.99,4
"2489",307871,2024-03-29,"Promotion",4.99,1
"2490",280781,2024-03-08,"Promotion",4.99,1
"2491",301356,2024-04-10,"Gold",4.99,11
"2492",305474,2024-04-11,"Gold",9.99,3
"2493",274791,2024-04-25,"Gold",4.99,6
"2494",304386,2024-04-21,"Promotion",4.99,6
"2495",283637,2024-03-21,"Remove Ads",4.99,4
"2496",281965,2024-04-28,"Remove Ads",NA,5
"2497",285979,2024-04-30,"Promotion",4.99,6
"2498",288480,2024-03-08,"Gold",4.99,3
"2499",292546,2024-04-25,"Promotion",4.99,3
"2500",299527,2024-04-03,"Gold",4.99,40
"2501",275753,2024-03-18,"Promotion",4.99,11
"2502",279199,2024-03-08,"Gold",9.99,27
"2503",302625,2024-04-22,"Remove Ads",4.99,2
"2504",302906,2024-04-21,"Remove Ads",4.99,9
"2505",307559,2024-03-24,"Promotion",9.99,3
"2506",282761,2024-03-28,"Promotion",4.99,1
"2507",304950,2024-04-11,"Promotion",4.99,1
"2508",282377,2024-03-01,"Promotion",4.99,1
"2509",282336,2024-04-09,"Remove Ads",4.99,6
"2510",285249,2024-03-01,"Promotion",4.99,1
"2511",304190,2024-03-29,"Promotion",4.99,6
"2512",297157,2024-04-19,"Promotion",4.99,1
"2513",284768,2024-04-18,"Promotion",4.99,3
"2514",286398,2024-03-05,"Promotion",4.99,3
"2515",304184,2024-04-09,"Gold",4.99,2
"2516",295460,2024-04-29,"Promotion",9.99,20
"2517",282798,2024-04-21,"Gold",4.99,139
"2518",302720,2024-04-05,"Remove Ads",4.99,5
"2519",309213,2024-04-03,"Promotion",4.99,2
"2520",278376,2024-03-22,"Promotion",4.99,1
"2521",280804,2024-04-04,"Remove Ads",4.99,16
"2522",288936,2024-04-19,"Promotion",9.99,15
"2523",290698,2024-03-29,"Gold",9.99,3
"2524",275348,2024-03-13,"Remove Ads",4.99,3
"2525",308425,2024-04-17,"Promotion",4.99,2
"2526",305048,2024-04-20,"Promotion",6.99,23
"2527",287315,2024-04-08,"Promotion",9.99,3
"2528",285934,2024-03-20,"Promotion",4.99,1
"2529",287708,2024-03-23,"Gold",4.99,3
"2530",283372,2024-03-07,"Remove Ads",4.99,5
"2531",287049,2024-03-26,"Promotion",4.99,1
"2532",288833,2024-03-04,"Gold",4.99,1
"2533",300029,2024-03-25,"Gold",4.99,7
"2534",304347,2024-04-11,"Gold",4.99,3
"2535",288057,2024-04-18,"Promotion",4.99,1
"2536",281229,2024-03-02,"Promotion",4.99,1
"2537",307903,2024-03-22,"Gold",4.99,13
"2538",306102,2024-04-08,"Promotion",9.99,6
"2539",306640,2024-03-06,"Promotion",4.99,2
"2540",298176,2024-03-18,"Promotion",4.99,4
"2541",305348,2024-04-24,"Promotion",9.99,9
"2542",278922,2024-04-12,"Gold",4.99,1
"2543",304552,2024-04-15,"Promotion",4.99,13
"2544",299281,2024-04-29,"Remove Ads",4.99,1
"2545",281965,2024-04-14,"Remove Ads",NA,2
"2546",290188,2024-03-31,"Gold",4.99,4
"2547",305651,2024-03-25,"Gold",4.99,3
"2548",279199,2024-03-15,"Gold",9.99,43
"2549",294167,2024-03-06,"Promotion",4.99,3
"2550",294167,2024-03-19,"Gold",9.99,4
"2551",294167,2024-04-16,"Promotion",4.99,10
"2552",282798,2024-04-11,"Gold",4.99,79
"2553",286477,2024-04-13,"Promotion",4.99,3
"2554",309213,2024-04-10,"Gold",9.99,10
"2555",282775,2024-04-13,"Promotion",9.99,4
"2556",280506,2024-03-06,"Gold",4.99,2
"2557",284792,2024-04-23,"Gold",4.99,4
"2558",308350,2024-03-24,"Promotion",9.99,4
"2559",274834,2024-04-28,"Gold",4.99,10
"2560",304092,2024-03-27,"Promotion",4.99,4
"2561",297206,2024-03-20,"Gold",4.99,4
"2562",291050,2024-04-20,"Promotion",4.99,2
"2563",290698,2024-04-02,"Gold",4.99,7
"2564",306606,2024-03-02,"Gold",4.99,2
"2565",308650,2024-03-31,"Gold",4.99,3
"2566",275348,2024-03-06,"Remove Ads",4.99,2
"2567",288815,2024-04-01,"Remove Ads",4.99,2
"2568",295203,2024-04-16,"Remove Ads",4.99,22
"2569",308217,2024-03-13,"Promotion",4.99,1
"2570",278091,2024-03-15,"Gold",4.99,12
"2571",303823,2024-03-16,"Promotion",4.99,1
"2572",284707,2024-04-05,"Gold",9.99,25
"2573",276551,2024-04-14,"Gold",4.99,1
"2574",282987,2024-03-01,"Gold",4.99,1
"2575",305048,2024-04-26,"Promotion",6.99,24
"2576",304987,2024-03-06,"Promotion",4.99,4
"2577",299625,2024-03-25,"Gold",4.99,28
"2578",283372,2024-04-10,"Remove Ads",4.99,9
"2579",277658,2024-03-19,"Gold",4.99,1
"2580",274469,2024-03-24,"Gold",4.99,12
"2581",290933,2024-04-18,"Remove Ads",4.99,1
"2582",292220,2024-03-01,"Remove Ads",4.99,1
"2583",295423,2024-03-16,"Remove Ads",4.99,3
"2584",299527,2024-03-11,"Gold",4.99,13
"2585",275753,2024-04-10,"Promotion",4.99,18
"2586",279199,2024-03-03,"Gold",4.99,17
"2587",279199,2024-03-22,"Gold",19.99,54
"2588",288509,2024-04-18,"Remove Ads",NA,4
"2589",304653,2024-03-05,"Promotion",4.99,1
"2590",307559,2024-04-14,"Promotion",9.99,16
"2591",280588,2024-04-16,"Remove Ads",4.99,10
"2592",284891,2024-04-03,"Gold",4.99,17
"2593",295678,2024-03-04,"Gold",4.99,3
"2594",282396,2024-04-01,"Promotion",9.99,2
"2595",294197,2024-05-01,"Remove Ads",4.99,8
"2596",307623,2024-03-16,"Gold",4.99,6
"2597",282255,2024-04-05,"Gold",4.99,2
"2598",295460,2024-03-25,"Promotion",9.99,10
"2599",282798,2024-04-12,"Gold",4.99,113
"2600",282798,2024-04-21,"Gold",4.99,148
"2601",309213,2024-04-14,"Promotion",9.99,15
"2602",308786,2024-04-01,"Gold",4.99,9
"2603",288936,2024-04-12,"Gold",4.99,12
"2604",303822,2024-04-08,"Promotion",4.99,1
"2605",287596,2024-04-29,"Remove Ads",4.99,17
"2606",284965,2024-03-09,"Remove Ads",4.99,1
"2607",292915,2024-03-11,"Gold",4.99,4
"2608",301833,2024-04-02,"Gold",4.99,1
"2609",277991,2024-04-23,"Promotion",4.99,2
"2610",274596,2024-04-30,"Gold",4.99,5
"2611",300484,2024-04-24,"Gold",4.99,9
"2612",280979,2024-04-26,"Gold",4.99,5
"2613",289138,2024-04-06,"Promotion",4.99,2
"2614",276293,2024-03-23,"Gold",4.99,5
"2615",308152,2024-03-06,"Promotion",4.99,1
"2616",306369,2024-03-27,"Gold",4.99,7
"2617",302415,2024-03-19,"Remove Ads",NA,2
"2618",289161,2024-03-15,"Gold",29.99,1
"2619",285493,2024-04-06,"Promotion",4.99,1
"2620",289867,2024-04-26,"Gold",4.99,14
"2621",284891,2024-03-26,"Promotion",4.99,12
"2622",294509,2024-03-02,"Promotion",4.99,1
"2623",298633,2024-03-29,"Promotion",9.99,2
"2624",273679,2024-04-29,"Remove Ads",4.99,3
"2625",278501,2024-04-06,"Gold",4.99,4
"2626",279199,2024-04-14,"Gold",9.99,117
"2627",306311,2024-05-01,"Remove Ads",4.99,8
"2628",275773,2024-03-14,"Gold",4.99,13
"2629",304051,2024-04-15,"Remove Ads",4.99,10
"2630",307631,2024-03-26,"Gold",4.99,5
"2631",288203,2024-04-30,"Promotion",9.99,9
"2632",301700,2024-04-10,"Promotion",4.99,1
"2633",302255,2024-04-21,"Promotion",4.99,1
"2634",299270,2024-03-26,"Promotion",4.99,9
"2635",282798,2024-04-11,"Gold",4.99,74
"2636",282798,2024-04-20,"Gold",4.99,122
"2637",282798,2024-04-20,"Gold",4.99,127
"2638",282798,2024-04-20,"Gold",4.99,129
"2639",278376,2024-03-31,"Gold",4.99,2
"2640",298104,2024-03-13,"Gold",4.99,3
"2641",286099,2024-03-24,"Promotion",4.99,2
"2642",308350,2024-03-17,"Gold",9.99,3
"2643",283220,2024-04-07,"Promotion",4.99,18
"2644",288936,2024-04-11,"Promotion",9.99,11
"2645",304092,2024-03-29,"Promotion",9.99,5
"2646",301600,2024-04-14,"Gold",4.99,4
"2647",273985,2024-03-24,"Gold",4.99,2
"2648",292307,2024-04-21,"Gold",4.99,2
"2649",287596,2024-03-21,"Promotion",4.99,7
"2650",302254,2024-04-11,"Gold",4.99,6
"2651",278294,2024-03-14,"Remove Ads",4.99,2
"2652",283901,2024-03-04,"Gold",4.99,2
"2653",284707,2024-04-06,"Remove Ads",4.99,27
"2654",284707,2024-04-27,"Remove Ads",4.99,37
"2655",306975,2024-03-05,"Gold",4.99,4
"2656",292899,2024-03-23,"Promotion",4.99,1
"2657",277263,2024-04-30,"Remove Ads",4.99,7
"2658",275127,2024-03-15,"Promotion",4.99,1
"2659",274172,2024-03-17,"Promotion",4.99,3
"2660",301356,2024-04-02,"Remove Ads",4.99,7
"2661",301120,2024-04-14,"Gold",9.99,4
"2662",300392,2024-03-24,"Promotion",4.99,2
"2663",284659,2024-03-11,"Promotion",4.99,3
"2664",294055,2024-04-29,"Remove Ads",4.99,3
"2665",280604,2024-03-23,"Promotion",4.99,2
"2666",289867,2024-04-26,"Gold",4.99,12
"2667",298176,2024-04-06,"Promotion",9.99,9
"2668",299427,2024-03-10,"Gold",4.99,3
"2669",281965,2024-04-21,"Remove Ads",NA,3
"2670",279156,2024-03-24,"Promotion",4.99,1
"2671",279199,2024-03-23,"Gold",4.99,60
"2672",279199,2024-03-23,"Gold",9.99,63
"2673",279328,2024-04-16,"Promotion",4.99,20
